,Artist,Title,Days,T10,Pk,x,PkStreams,Total
4413,詹雯婷,唯愛 (劇集《七時吉祥》燃愛主題曲),7,83,14517,,85082,
4414,Mayday,唯一 (諾亞方舟 10週年進化),7,92,13844,,85075,
4415,LeeHi,BREATHE,28,74,7123,,85074,
4416,Della,女字旁 (《台北女子圖鑑》戲劇片尾曲),7,72,13324,,85038,
4417,Sophie Chen,假如我是你,7,56,13853,,85031,
4418,Halsey,Still Learning,11,80,12076,,84941,
4419,Jeff Chang,為你我受冷風吹,31,65,4802,,84932,
4420,Stephen Sanchez,Until I Found You,13,173,7828,,84847,
4421,艾薇,溫室狂花,8,85,12439,,84743,
4422,Bii,我還想念你,43,67,3504,,84663,
4423,Gabrielle Aplin,Losing Me,9,37,14708,,84642,
4424,J.Sheon,愛已死,9,88,11858,,84630,
4425,Nicki Minaj,Barbie Tingz,16,37,10799,,84581,
4426,Jimin,Be Mine,6,95,17525,,84550,
4427,TANK 呂建忠,你的出現完整了我的世界,8,87,12141,,84438,
4428,Rudimental,Let Me Live,24,102,5665,,84423,
4429,Yisa Yu,時間煮雨 (電影《小時代》宣傳曲),23,90,5322,,84384,
4430,NOTD,Wanted,13,97,9214,,84333,
4431,SEVENTEEN,Dust,5,45,21746,,84305,
4432,StaySolidRocky,Party Girl (Remix),9,88,11356,,84291,
4433,6ix9ine,GOOBA,12,104,8690,,84290,
4434,Joey Yung,說真的,28,74,4645,,84257,
4435,831,不搖滾,8,67,12169,,84198,
4436,YOASOBI,ミスター,9,63,13537,,84175,
4437,Ren Ran,是我活該,7,124,13382,,84119,
4438,Feng Ze,年青有為,7,57,13253,,84114,
4439,Grey,I Miss You,33,58,6022,,84034,
4440,Imagine Dragons,Warriors,46,39,2545,,83974,
4441,CNCO,Reggaetón Lento (Remix),31,136,3436,,83901,
4442,Show Luo,夠了,32,47,5373,,83779,
4443,Joker Xue,我害怕,24,54,7093,,83769,
4444,Gigi Leung,左手無名指,25,68,4915,,83757,
4445,Solar,HONEY,11,126,8634,,83638,
4446,A,Lin,17,32,11218,,83618,
4447,SEVENTEEN,April shower,5,47,21533,,83588,
4448,A,do,23,55,7369,,83584,
4449,Nan Quan Mama,Xia Yu Tian,32,50,4502,,83555,
4450,Evangeline Wong,No Play,8,73,12960,,83520,
4451,Dua Lipa,Future Nostalgia,11,88,10398,,83505,
4452,Wen Wei,Teenage Dream,12,167,7518,,83475,
4453,劉以豪,半空,8,69,12845,,83462,
4454,Rachel Liang,你存在,8,61,11828,,83422,
4455,WeiBird,在意,19,47,6741,,83392,
4456,LANY,if this is the last time,10,79,11215,,83376,
4457,Kris Wu,Like That,17,43,9187,,83372,
4458,Sharon Kwan,別再問我怎麼辦,8,82,12131,,83350,
4459,Jason Mraz,Love Someone,43,14,3675,,83350,
4460,Julia Peng,愛是光(俄羅斯電影《花滑女王》中文主題曲),18,50,8983,,83327,
4461,Stefanie Sun,我不難過,21,71,5764,,83320,
4462,九澤CP,沒有開口,7,101,13501,,83255,
4463,ILOVEMAKONNEN,Tuesday,45,35,2830,,83168,
4464,Taylor Swift,illicit affairs,9,89,11835,,83150,
4465,Becky G,Sin Pijama,27,133,3953,,83045,
4466,Feng Ze,會找到我,7,125,12432,,82876,
4467,Coldplay,Everyday Life,11,89,10703,,82838,
4468,張紫寧(Winnie),平行又交替,7,59,14525,,82836,
4469,王俊凱,心引力,8,65,12222,,82761,
4470,Jolin Tsai,天空,20,88,6808,,82689,
4471,BØRNS,Electric Love,43,84,3716,,82639,
4472,Gordon,SOUR,9,92,13583,,82611,
4473,Why Don't We,Unbelievable,13,56,11071,,82564,
4474,Will Pan,巴比倫,8,81,11456,,82561,
4475,Kumachan,辣氣勢,15,70,9282,,82457,
4476,JC 陳詠桐,我可以忘記你,8,60,12311,,82320,
4477,Anni Hung,一樣的 (抒情版),23,61,7259,,82141,
4478,Imagine Dragons,I Bet My Life,42,37,2835,,82116,
4479,OFFICIAL HIGE DANDISM,I LOVE...,13,134,7436,,82113,
4480,Rainie Yang,Love is Love,10,65,11981,,82092,
4481,Eason Chan,Hao Jiu Bu Jian,33,69,4999,,81998,
4482,Rainie Yang,與我無關,29,61,6483,,81994,
4483,blackbear,do re mi,31,145,3212,,81835,
4484,Ariana Grande,supernatural,6,123,14929,,81785,
4485,陶晶瑩,我不要多幸福,14,47,10250,,81745,
4486,Della,搭錯車(獨唱版),18,47,8228,,81727,
4487,告五人,只管向前 (2021黑松沙士年度主題曲),8,52,12328,,81651,
4488,BLACKPINK,See U Later,15,31,9125,,81639,
4489,Alan Walker,Live Fast,10,57,12181,,81632,
4490,Coldplay,All I Can Think About Is You,13,13,15441,,81588,
4491,Princess Ai,我不疼,24,96,4455,,81504,
4492,831,來互相傷害,8,62,12667,,81466,
4493,Julia Wu,"Planes, Trains, Automobiles",8,64,12009,,81382,
4494,Angela Chang,天分,14,45,11719,,81356,
4495,Sweet John,容易厭倦的時刻,7,90,13348,,81313,
4496,Eason Chan,不期而遇的夏天,7,47,13178,,81305,
4497,Ricky Hsiao,天亮就分手,7,60,12769,,81282,
4498,XXXTENTACION,whoa (mind in awe),21,153,4320,,81270,
4499,Sophie Chen,我們的故事《地獄里長》插曲,7,100,13471,,81148,
4500,Crowd Lu,輕輕 (iRipple),9,89,11967,,81101,
4501,keshi,ANGOSTURA,11,112,9645,,81063,
4502,Ben Wu,再見永遠,7,67,13416,,81031,
4503,Jolin Tsai,美杜莎,44,13,4193,,80961,
4504,CoCo Lee,Bao Bei Dui Bu Qi,5,21,31041,,80947,
4505,Kimberley Chen,話不好說,8,78,12284,,80941,
4506,頑童Mj116,騙吃騙吃,13,86,8179,,80919,
4507,Kristen Bell,Some Things Never Change,13,118,8112,,80877,
4508,RM,LOST!,6,136,14725,,80850,
4509,蔡明仁,牽著我的手,7,72,12784,,80577,
4510,Ed Sheeran,2step,11,113,9299,,80508,
4511,BIGBANG,Fantastic Baby,38,55,5302,,80489,
4512,魚丁糸,落寞(魚版),7,100,11859,,80481,
4513,Mavis Fan,氧氣,37,70,3084,,80465,
4514,AJ Mitchell,Slow Dance,9,47,13472,,80459,
4515,Roddy Ricch,High Fashion,14,144,6522,,80458,
4516,Fire EX.,自信勇敢咱的名,9,57,13015,,80430,
4517,五堅情WOLF(S) (邱鋒澤、陳零九、黃偉晉、賴晏駒、婁峻碩),零距離,7,50,12634,,80423,
4518,Gryffin,OMG,9,48,13214,,80384,
4519,Artist Page Redirect Cleanup 2023,打上花火,28,125,3838,,80363,
4520,ERIKA,繞,27,62,5474,,80218,
4521,A,Lin,9,74,11488,,80217,
4522,玖壹壹,末日派對,7,97,12556,,80179,
4523,TANK 呂建忠,我的名字在你手裡,6,146,14489,,80167,
4524,李佳歡,錯過,7,67,12892,,80120,
4525,LINION,Oh Girl,8,71,13648,,80019,
4526,Eric Chou,快樂一次擁有,19,53,8556,,80014,
4527,Rosie Yang,一直微笑 林依晨愛情話題電影[234說愛你]片尾曲,33,46,4355,,80008,
4528,Andrew Tan,不如我們,7,123,12717,,79892,
4529,LISTENBEE,Save Me,38,74,3032,,79886,
4530,SUPER JUNIOR,Lo Siento,16,42,8898,,79884,
4531,Alec Benjamin,Must Have Been The Wind,17,155,5450,,79846,
4532,Logic,44 More,20,54,8104,,79817,
4533,Ronghao Li,兩個普普通通小青年,9,76,12007,,79802,
4534,Boon Hui Lu,不可言說,7,76,12385,,79741,
4535,Sammy Chang,不在乎,8,76,11315,,79737,
4536,汪睿,她的故事,26,85,4325,,79729,
4537,Major Lazer,Powerful,35,78,3636,,79714,
4538,Jimin,Promise,7,125,13020,,79713,
4539,Taylor Swift,betty,9,96,10692,,79701,
4540,G.E.M.,Fly Away,13,102,10000,,79630,
4541,Evangeline Wong,River,8,81,12233,,79439,
4542,陳華,短暫的愛過我,7,71,12097,,79395,
4543,Ed Sheeran,BLOW,12,72,10254,,79390,
4544,TANK 呂建忠,如果有一天,7,85,13401,,79383,
4545,Peggy Hsu,氣球,19,57,7055,,79328,
4546,CoCo Lee,斷了,5,27,29376,,79306,
4547,Kendrick Lamar,Die Hard,10,97,9132,,79225,
4548,玖壹壹,歡迎光臨,7,79,12301,,79178,
4549,Mumford & Sons,Snake Eyes,31,30,5067,,79173,
4550,E1and,Part Time Lover,7,122,12631,,79141,
4551,Travie McCoy,Golden,37,79,3203,,79133,
4552,Lil Baby,Yes Indeed,24,133,3781,,79101,
4553,Mayday,盛夏光年,32,92,4537,,79033,
4554,Sunnee楊芸晴,癮,9,63,11090,,79009,
4555,SEVENTEEN,HOME;RUN,10,123,9206,,78983,
4556,Jam Hsiao,寂寞還是你,19,53,6123,,78832,
4557,LANY,good guys,11,94,9474,,78807,
4558,Jam Hsiao,"百里守約 (""王者榮耀""百里守約英雄主打歌)",17,44,8839,,78775,
4559,WeiBird,如果沒有你,7,108,12481,,78762,
4560,Rainie Yang,我要你有我 (電影《倒數說愛你》主題曲),7,105,12866,,78757,
4561,Taylor Swift,Welcome To New York (Taylor's Version),5,53,22987,,78754,
4562,Evangeline Wong,藍色女孩,7,92,13463,,78621,
4563,颜人中,查无此人,7,58,12707,,78616,
4564,Imagine Dragons,Zero,17,35,9340,,78612,
4565,BTS,Skit,7,44,20045,,78554,
4566,大淵 MUTA,過得爽爽,8,63,12021,,78546,
4567,The Weeknd,Sidewalks,18,43,6724,,78534,
4568,Ed Sheeran,Nancy Mulligan,18,64,5653,,78492,
4569,Alessia Cara,Rooting For You,10,62,12119,,78471,
4570,李佳歡,偷走青春的歲月,7,50,12703,,78468,
4571,TRASH,懦弱,6,157,13910,,78410,
4572,XXXTENTACION,BAD!,18,99,5320,,78403,
4573,RIIZE,One Kiss,6,135,15052,,78399,
4574,Various Artists,Today's Top Hits Intro,45,41,2666,,78390,
4575,Bebe Rexha,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",11,94,9736,,78319,
4576,OHMYMEITING,the way you wanna be,8,101,11593,,78247,
4577,Eve Ai,我想我挺好的,18,49,8276,,78242,
4578,Ren Ran,完美陌生人,7,63,13108,,78207,
4579,過又嘉,一個人的晚安,23,101,4647,,78196,
4580,Enno Cheng,街仔路雨落袂停,13,101,8969,,78149,
4581,Gen Hoshino,喜劇,6,53,15505,,78103,
4582,Jung Kook,My You,7,128,12277,,78028,
4583,Ariana Grande,bloodline,13,45,10973,,78020,
4584,LeeHi,NO ONE,14,65,9590,,77976,
4585,Matzka,早晨瑜伽,19,63,7015,,77896,
4586,JJ Lin,Too Bad,23,42,6463,,77880,
4587,Janice Yan,不再可以,7,126,12528,,77875,
4588,LANY,you!,10,105,10186,,77862,
4589,Eason Chan,放,20,45,8605,,77858,
4590,Lin Hsin Yi,最初來到世界的模樣,19,66,6765,,77816,
4591,Ava Max,Torn,9,57,13625,,77745,
4592,Angela Chang,情人流浪記,19,61,7252,,77714,
4593,Coldplay,Biutyful,5,69,19964,,77680,
4594,Christopher,Bad,17,40,10052,,77673,
4595,AKMU,DINOSAUR,28,129,3402,,77654,
4596,Meghan Trainor,I'll Be Home,17,25,9452,,77651,
4597,Rita Ora,You Only Love Me,8,123,11042,,77648,
4598,GJ,愛的數學家,7,73,12952,,77607,
4599,A Great Big World,Say Something,47,105,2857,,77606,
4600,Astro Bunny,冬雲,7,81,12632,,77581,
4601,Billie Eilish,THE GREATEST,5,84,18661,,77555,
4602,Gwen Stefani,You Make It Feel Like Christmas,10,67,12102,,77511,
4603,Lauren Daigle,You Say,25,149,3517,,77510,
4604,Patrick Brasca,Somebody,7,78,12481,,77494,
4605,Anitta,Envolver,11,147,7814,,77465,
4606,G.E.M.,新的心跳,32,58,4219,,77443,
4607,gnash,imagine if,23,112,4616,,77437,
4608,Victor Wong,等,20,59,6625,,77425,
4609,Becky G,Can't Stop Dancin',36,25,3294,,77359,
4610,Janice Yan,少了一件牛仔褲 (三立華劇《跟鯊魚接吻》片尾曲),8,77,11363,,77299,
4611,Coldplay,Every Teardrop Is a Waterfall,11,37,12876,,77285,
4612,HEIZE,Can You See My Heart,15,142,5705,,77252,
4613,Daya,Words,37,157,2368,,77239,
4614,TIA RAY,存·不存在,19,74,6718,,77202,
4615,Red Velvet,Zimzalabim,11,54,11122,,77097,
4616,Phil Chang,我們盡力了,7,75,12013,,77013,
4617,ANNA,踮腳尖,19,55,7407,,76978,
4618,Mixer,一種說法 (《模仿犯》主題曲),7,113,12685,,76902,
4619,Joker Xue,背過手,17,52,8026,,76876,
4620,Lee Chan Sol,Still Fighting It,12,125,7788,,76872,
4621,88rising,Walking,9,87,11013,,76793,
4622,Cardi B,Be Careful,16,44,7284,,76787,
4623,Bestards,我要用黑魔法把你變成一隻魚,7,86,11840,,76756,
4624,Juice WRLD,Robbery,15,121,6015,,76729,
4625,Yisa Yu,失去就是這樣麼,7,75,12059,,76696,
4626,Rita Ora,Body on Me,36,64,2793,,76592,
4627,Jia Jia,輕傷 (《模仿犯》片尾曲),7,140,11760,,76565,
4628,李佳歡,如果的事,8,65,11458,,76515,
4629,Jidenna,Classic Man,36,70,3305,,76487,
4630,TWICE,CHEER UP,34,97,3615,,76447,
4631,Karen Mok,心領神會,19,42,7834,,76414,
4632,Ariana Grande,the light is coming,16,39,10282,,76377,
4633,Sia,Mountains,12,23,12858,,76359,
4634,Tanya Chua,空白格,28,50,5913,,76339,
4635,Feng Ze,你的好人,8,101,11413,,76305,
4636,blackbear,me & ur ghost,14,163,5951,,76261,
4637,Diana Wang,我不要再難過,27,92,4051,,76142,
4638,The Chainsmokers,My Type,17,25,10694,,76142,
4639,ERIKA,我們,24,49,6151,,76137,
4640,William Fitzsimmons,Fortune,60,64,1885,,76105,
4641,五堅情WOLF(S) (邱鋒澤、陳零九、黃偉晉、賴晏駒、婁峻碩),I Wanna Holiday,7,57,12550,,76066,
4642,Martin Garrix,Mistaken,11,54,11285,,76039,
4643,KIRE,Dadi,8,63,12137,,75900,
4644,WENDY,Wish You Hell,6,139,14224,,75898,
4645,陈子晴,陪你看星星,8,157,9864,,75882,
4646,Eric Chou,至少我還記得,18,135,5223,,75857,
4647,小安,無情我抵著閣較無情个妳,7,75,12011,,75808,
4648,J.Sheon,囚,9,64,12011,,75773,
4649,Paul McCartney,Wonderful Christmastime,6,78,15361,,75756,
4650,Maggie Chiang,三明治女孩,19,52,7478,,75738,
4651,Kygo,Broken Glass,10,93,9851,,75672,
4652,Kris Kross Amsterdam,Ooh Girl,9,59,12582,,75605,
4653,A,do,7,82,12408,,75599,
4654,AJ 賴煜哲,幾分甜,7,92,11692,,75592,
4655,Matt Terry,Sucker for You,24,132,3870,,75581,
4656,Victor Wong,不如我們今天見,7,75,11944,,75490,
4657,ZICO,SoulMate,17,24,10446,,75428,
4658,Avicii,You Be Love,12,1,10,,20475,75404.0
4659,Jay Chou,我要夏天,35,13,6180,,75334,
4660,David Guetta,Stay (Don't Go Away),11,65,10165,,75279,
4661,Maluma,Borro Cassette,30,96,3070,,75157,
4662,David Tao,黑色星期二,19,56,7560,,75152,
4663,CoCo Lee,過完冬季,4,23,30209,,75152,
4664,Astro Bunny,無情怪物,7,104,11989,,75143,
4665,Sia,Heaven Can Wait,10,52,11785,,75137,
4666,JxW,Leftover,4,54,23482,,75069,
4667,颜人中,My Love,7,82,12522,,75061,
4668,Beyoncé,Before I Let Go,12,61,9761,,75030,
4669,Jia Jia,初戀的地方 (《華燈初上》插曲),7,79,12001,,74932,
4670,Why Don't We,Don't Change,11,58,10064,,74921,
4671,Omah Lay,Attention,8,76,11888,,74889,
4672,Adele,Cry Your Heart Out,8,61,13503,,74863,
4673,The Chainsmokers,Honest,18,36,9533,,74855,
4674,Bebe Rexha,I Can't Stop Drinking About You,57,67,1634,,74824,
4675,IU,Epilogue,7,71,14195,,74823,
4676,OneRepublic,Didn't I,9,93,10467,,74810,
4677,Why Don't We,I Still Do,8,43,13702,,74803,
4678,Gordon,White Noise ft. 蛋堡 Soft Lipa,6,54,17582,,74801,
4679,Nan Quan Mama,計劃重逢【《三國殺》老友季主題曲】,7,107,11825,,74755,
4680,A/DA 阿達,沙發上的馬鈴薯,8,85,11340,,74743,
4681,Jessie Ware,Say You Love Me,45,40,2708,,74742,
4682,Julia Wu,愛你,7,56,12493,,74725,
4683,Whyte,Self Love,8,105,11046,,74707,
4684,Will Smith,Arabian Nights (2019),16,121,5784,,74690,
4685,Miu Chu,其實沒聊什麼,18,53,7000,,74684,
4686,Karencici,誰,8,77,10838,,74633,
4687,MAX,Still New York,24,123,3755,,74621,
4688,Fran,都是你害的,7,74,12161,,74595,
4689,Boon Hui Lu,全放空,8,76,11081,,74588,
4690,Will Pan,第三類接觸,21,67,6034,,74548,
4691,Peter Pan,空想夜車,18,50,7049,,74499,
4692,Valen Hsu,看完煙火再回去,19,91,6838,,74483,
4693,Phil Lam,天淵之別,33,108,3405,,74465,
4694,Nat King Cole,The Christmas Song (Merry Christmas To You),9,98,13434,,74454,
4695,BY2,異地戀人,8,76,11612,,74439,
4696,OHMYMEITING,木頭人的飛行,7,75,11612,,74436,
4697,Della,​你是心動的理由 (電影《再說一次我願意》主題曲),7,80,11856,,74422,
4698,DJ Khaled,Just Us,14,96,6693,,74417,
4699,老王樂隊,枯萎的玫瑰,7,91,11498,,74386,
4700,Girls' Generation,All Night,20,61,5529,,74378,
4701,程响,时光洪流,7,75,11654,,74357,
4702,Sabrina Carpenter,Thumbs,31,143,2874,,74334,
4703,Tiger Hu,原来没关系,7,103,12215,,74287,
4704,Eve Ai,學會了,19,51,5869,,74277,
4705,OMI,Cheerleader,25,51,4804,,74274,
4706,Bestards,絕地花園,8,78,11166,,74218,
4707,Why Don't We,Friends,17,35,9461,,74191,
4708,Deserts Chang,喜歡,19,56,6059,,74185,
4709,Soft Lipa,關於小熊,10,65,12014,,74181,
4710,F.I.R.,錦繡夢,10,89,9826,,74166,
4711,Feng Ze,預言家,8,97,10619,,74154,
4712,Ronghao Li,我愛你,9,87,10326,,74151,
4713,Janice Yan,優雅道別,15,72,6320,,74119,
4714,Christine Fan,很久很久以後,27,67,4285,,74086,
4715,Sam Smith,Lay Me Down,25,27,4391,,74053,
4716,Jay Chou,青花瓷,8,43,17849,,74022,
4717,Tanya Chua,半途,16,93,6379,,74020,
4718,Gordon Flanders,他一定比我好,7,88,11333,,73973,
4719,Karencici,R&B GIRL feat. KnowKnow,7,100,12082,,73892,
4720,A,do,8,93,11231,,73855,
4721,Della,最小的偉大,25,100,4333,,73823,
4722,Tiger Hu,已讀不回,7,57,12249,,73749,
4723,GOT7,Encore,10,115,9524,,73721,
4724,Della,天使,8,85,10699,,73716,
4725,Sigala,Came Here for Love,27,122,3811,,73713,
4726,Sue,冥明,29,89,3958,,73682,
4727,晨悠 CHENYO,如果可以,7,82,11684,,73612,
4728,EVERGLOW,LA DI DA,10,124,9113,,73596,
4729,10CM,My eyes,28,128,3313,,73562,
4730,Post Malone,Stay,19,81,5230,,73418,
4731,G.E.M.,穿越火線,20,66,6823,,73415,
4732,Steve Aoki,Let It Be Me,9,62,12365,,73397,
4733,Diana Wang,一步成詩,22,79,6318,,73306,
4734,張三李四,Be Fine_Lo,7,90,11518,,73290,
4735,Anne,Marie,7,129,11856,,73243,
4736,Diiton,你快窒息,7,93,11640,,73219,
4737,颜人中,人群中,7,76,11902,,73169,
4738,RPG,So In Love With You,7,71,11247,,73091,
4739,Yisa Yu,如果花,7,76,12057,,73040,
4740,Young Thug,Hot (Remix),12,140,6795,,73039,
4741,Post Malone,Die For Me,13,123,6999,,72984,
4742,Maroon 5,Memories Remix,7,147,11473,,72919,
4743,落日飛車 Sunset Rollercoaster,Let There Be Light Again,9,80,10470,,72900,
4744,頑童Mj116,兵法,7,74,11665,,72876,
4745,Majid Jordan,Caught Up,9,58,12121,,72858,
4746,Cobra Starship,Never Been In Love,27,24,3294,,72830,
4747,Drake,Falling Back,8,98,10524,,72777,
4748,Ben Wu,TOP OF ME,7,78,11727,,72771,
4749,Energy,某年某月某一天,26,66,4557,,72716,
4750,TANK 呂建忠,寫給明天的情書 (《愛的奧特萊斯》感動宣傳曲),7,78,11867,,72692,
4751,Yo Lee,偽裝,13,161,6339,,72646,
4752,Yida Huang,那女孩對我說,13,162,5955,,72510,
4753,Ozone,Purple Days,7,147,11365,,72479,
4754,Aanysa,Burn Break Crash,24,60,5200,,72462,
4755,李浩瑋 Howard Lee,緩緩,7,93,12062,,72414,
4756,魚丁糸,無與倫比的美麗(魚版),7,109,11960,,72342,
4757,Adele,All Night Parking,8,72,12415,,72340,
4758,(G)I,DLE,4,59,22236,,72319,
4759,Carolina Gaitán,La Gaita,12,156,7007,,72300,
4760,Ariana Grande,don't wanna break up again,5,110,15542,,72295,
4761,(G)I,DLE,4,60,22077,,72218,
4762,Tyga,SWISH,25,134,3346,,72180,
4763,G22,蜜汁沼澤,8,86,10590,,72097,
4764,TAEYEON,Siren,8,57,13813,,72079,
4765,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,23,92,4314,,72073,
4766,Lil Uzi Vert,Futsal Shuffle 2020,11,128,7415,,72064,
4767,九澤CP,水火相容,7,80,11867,,72037,
4768,Don Chu,提及,7,62,11789,,72019,
4769,The Weeknd,Try Me,15,52,6535,,71978,
4770,EggPlantEgg,新年恭喜薯來堡,8,99,10737,,71952,
4771,Jeff Chang,愛如潮水(輕流版),29,71,4144,,71931,
4772,Jane Huang,左耳,23,74,5101,,71878,
4773,9m88,平庸之上,7,25,15471,,71810,
4774,Fall Out Boy,Fourth Of July,24,21,4146,,71808,
4775,Khalil Fong,悟空,27,81,4460,,71799,
4776,陳珮茹,又不小心想起了你,14,43,6714,,71794,
4777,Kevin Liao,Weekend Boyfriend,7,99,11851,,71782,
4778,Wu Bai,誰是老大,15,57,7660,,71769,
4779,Ed Sheeran,One Life,9,98,9853,,71711,
4780,JJ Lin,那些你很冒險的夢 (JJ20版),7,97,11395,,71705,
4781,R3HAB,Flames,9,99,9791,,71698,
4782,John Lennon,Happy Xmas (War Is Over),15,45,8165,,71676,
4783,Khalid,New Normal,10,89,9317,,71639,
4784,HowZ,晨星,7,87,11235,,71623,
4785,Khalid,The Ways,20,94,5029,,71606,
4786,Kimberley Chen,小缺點,7,117,11779,,71585,
4787,Julia Wu,七十億分之一,8,94,10723,,71578,
4788,Lorde,Perfect Places,20,58,6662,,71492,
4789,김우성,You Make Me Back,11,126,7664,,71472,
4790,Men Envy Children,回不去的回憶,7,100,11077,,71412,
4791,Taylor Swift,Death By A Thousand Cuts,8,51,11534,,71398,
4792,Mayday,洋蔥,31,76,5299,,71378,
4793,LION,秘密,20,55,6613,,71292,
4794,Pika Chiu,哈囉(三立華劇《三隻小豬的逆襲》插曲),7,68,11791,,71281,
4795,TREASURE,HELLO,8,116,10448,,71276,
4796,Julia Wu,Things Things Things,8,61,12020,,71252,
4797,Major Lazer,Blow That Smoke,20,129,4241,,71216,
4798,柏霖PoLin,再一次,7,78,11555,,71195,
4799,163 braces,控制,7,127,12019,,71185,
4800,The Barden Bellas,World Championship Finale 2,34,55,2820,,71033,
4801,颜人中,颜料,7,59,11923,,70993,
4802,Grøøvy Wave,All my type 我的菜,7,85,11017,,70850,
4803,Lil Uzi Vert,The Way Life Goes,21,96,4665,,70801,
4804,LaLa Hsu,我一直都在這裡 (電影《熊出沒·狂野大陸》主題曲),7,63,12035,,70788,
4805,Andrew Tan,More Than Friends,7,104,12255,,70751,
4806,陶晶瑩,如你一般的人,27,111,3384,,70699,
4807,WeiBird,一口一口,8,80,11129,,70683,
4808,Ricky Hsiao,候鳥,10,85,9186,,70650,
4809,Sam Hunt,Break Up In A Small Town,32,97,2764,,70650,
4810,Taylor Swift,London Boy,8,55,11217,,70584,
4811,玖壹壹,BROMAN,7,102,11015,,70547,
4812,MURMURSHOW,SE,19,57,6942,,70520,
4813,Kelly Yu,小心,7,129,10760,,70484,
4814,(G)I,DLE,5,59,19325,,70454,
4815,Måneskin,I WANNA BE YOUR SLAVE,13,157,6177,,70448,
4816,Joanna Wang,"莎賓娜,不要再結婚了!",16,49,8463,,70436,
4817,JJ Lin,水仙,34,39,3454,,70390,
4818,安溥,風在吹,11,42,11188,,70369,
4819,Nicky Lee,人間失格,7,154,10981,,70355,
4820,Katy Perry,Firework,50,92,1987,,70297,
4821,LaLa Hsu,調色盤,20,81,5095,,70241,
4822,Ellie Goulding,Close To Me,9,45,12450,,70190,
4823,F.I.R.,Someday,7,76,11160,,70162,
4824,隊長,一定会再见吧,7,140,11474,,69988,
4825,HENRY,It's You,22,136,3576,,69979,
4826,TOMORROW X TOGETHER,Can't You See Me?,10,102,9659,,69942,
4827,Eric Chou,Without Her,16,46,8520,,69896,
4828,Ben Wu,OVER YOU,7,88,11448,,69842,
4829,Ed Sheeran,Save Myself,17,63,5933,,69819,
4830,Raiden,Yours,10,98,9128,,69716,
4831,Feng Ze,微笑分手,7,82,10974,,69688,
4832,Big Sean,One Man Can Change The World,27,18,5023,,69674,
4833,Jay Chou,竊愛,31,1,9,,6754,69669.0
4834,Ronghao Li,獲獎人,7,76,11661,,69646,
4835,ZAYN,Good Years,10,31,11201,,69596,
4836,阿冗,山風,7,71,11041,,69582,
4837,Ester Dean,Crazy Youngsters,33,53,3015,,69539,
4838,TWICE,Basics,8,72,13732,,69535,
4839,sodagreen,他舉起右手點名,19,20,7737,,69511,
4840,Au/Ra,Ghost,8,84,10923,,69463,
4841,Clean Bandit,Baby,17,70,6113,,69448,
4842,告五人,說我愛你的一百種方式(《與少年他》音樂合輯),8,84,10365,,69379,
4843,HEDEGAARD,Need You Right Now,21,120,4129,,69363,
4844,Jess Lee,那一瞬間,7,80,10906,,69295,
4845,Jam Hsiao,最最愛,7,84,11962,,69171,
4846,Valen Hsu,親吻時分,16,40,8622,,69139,
4847,Sharon Kwan,別弄花我的妝,8,89,9983,,69138,
4848,Nine Chen,時間・時間 About Time,7,83,12187,,69071,
4849,ERIKA,過分浪漫,7,90,10595,,69032,
